,source,text,words
623,wiki,"The South American section of the 2022 FIFA World Cup qualification acted as qualifiers for the 2022 FIFA World Cup, to be held in Qatar, for national teams which are members of the South American Football Confederation (CONMEBOL). A total of 4.5 slots (4 direct slots and 1 inter-confederation play-off slot) in the final tournament were available for CONMEBOL teams.The qualification process began on 8 October 2020 and ended on 29 March 2022. Uruguay's Luis Suárez scored the first goal of the round-robin. This was the third time Suárez had opened scoring in the group (after 2010 and 2014), as well as the fourth consecutive time a Uruguayan player had done so (Martín Cáceres scored the first goal of the 2018 process).",122
624,wiki,"On 24 January 2019, the CONMEBOL Council decided to maintain the same qualification structure used for the previous six tournaments. The ten teams play in a league of home-and-away round-robin matches.
The fixtures were determined by a draw which was held on 17 December 2019, 10:00 PYST (UTC−3), at the Bourbon Asunción Convention Hotel in Luque, Paraguay.Originally, Brazil and Argentina were both to be drawn into either position 4 or 5 in the draw, thus ensuring that no team has to play both of them on any double matchday. However, the decision was later reversed on 16 November 2019 by the CONMEBOL Council, making the draw completely open.The CONMEBOL Council approved the use of the video assistant referee system for the qualifiers.",122
625,wiki,"All 10 national teams from CONMEBOL entered qualification.
Note: Bolded teams qualified for the World Cup. Peru advanced to the inter-confederation play-offs.",22
626,wiki,"The qualifying matches are played on dates that fall within the FIFA International Match Calendar. There are a total of 18 matchdays. Originally eight matchdays would be in 2020 and ten would be in 2021.On 12 March 2020, FIFA announced that matches on matchdays 1–2 due to take place in March 2020 were postponed due to the COVID-19 pandemic, with the new dates to be confirmed.On 25 June 2020, FIFA announced that the inter-confederation play-offs, originally scheduled to be played in March 2022, were moved to June 2022.On 10 July 2020, FIFA announced that the CONMEBOL qualifiers in September 2020 were postponed, with the qualifiers starting in October 2020. CONMEBOL also requested FIFA to include a replacement international window in January 2022 in order to complete the qualifiers in March 2022. The proposal was approved by FIFA on 18 August 2020. On 6 March 2021, FIFA announced that the March 2021 matches (matchdays 5 and 6) were postponed due to travel and quarantine restrictions caused by the COVID-19 pandemic. These matches were rescheduled to be played in September and October 2021 after FIFA accepted the CONMEBOL's request to allow triple matchdays in both September and October international windows. Matchday 5 was played between matchdays 11 and 12, while matchday 6 was played between matchdays 9 and 10.",217
627,wiki,,0
628,wiki,,0
629,wiki,,0
630,wiki,,0
631,wiki,,0
632,wiki,,0
633,wiki,,0
634,wiki,,0
635,wiki,,0
636,wiki,Matchday pushed back in revised schedule and then cancelled.,9
637,wiki,,0
638,wiki,,0
639,wiki,Matchday pushed back in revised schedule.,6
640,wiki,,0
641,wiki,,0
642,wiki,,0
643,wiki,,0
644,wiki,,0
645,wiki,,0
646,wiki,,0
647,wiki,,0
648,wiki,The inter-confederation play-off was determined by a draw held on 26 November 2021. The fifth-placed team from CONMEBOL was drawn against the AFC fourth round winners. The play-off was played as a single match in Qatar on 13 June 2022.,40
649,wiki,The following four teams from CONMEBOL qualified for the final tournament.,11
650,wiki,"There were 223 goals scored in 89 matches, for an average of 2.51 goals per match.
10 goals

8 goals

7 goals

6 goals

5 goals

4 goals

3 goals

2 goals

1 goal

1 own goal",37
651,wiki,"The 2022 FIFA World Cup qualification AFC–CONMEBOL play-off was a single-leg match between the winner of the AFC fourth round play-off, Australia, and the fifth-placed team from CONMEBOL, Peru. The match was played on 13 June 2022 at the Ahmad bin Ali Stadium in Al Rayyan, Qatar. Australia won 5–4 on penalties following a 0–0 draw after extra time to qualify for the 2022 FIFA World Cup in Qatar.",69
652,wiki,"The draw for the inter-confederation play-off fixtures was held on 26 November 2021.The match was the second meeting between Australia and Peru. The sides previously met four years earlier in the 2018 FIFA World Cup Group C, with Peru winning 2–0 when La Blanquirroja was already eliminated. Before the match, most football commentators lauded Peru as the better team and had low expectations of Australia, which struggled in the Asian qualifiers.",71
653,wiki,,0
654,wiki,"Man of the Match:
Jackson Irvine (Australia)",7
655,wiki,"The 2022 FIFA World Cup qualification UEFA Group B was one of the ten UEFA groups in the World Cup qualification tournament to decide which teams would qualify for the 2022 FIFA World Cup finals tournament in Qatar. Group B consisted of five teams: Georgia, Greece, Kosovo, Spain and Sweden. The teams played against each other home-and-away in a round-robin format.The group winners, Spain, qualified directly for the World Cup finals, while the runners-up, Sweden, advanced to the second round (play-offs).
Greece, Georgia and Spain did not recognize Kosovo as an independent country, and therefore, during the match between Spain and Kosovo, the latter team was named ""Kosovo Football Federation"".",110
656,wiki,,0
657,wiki,"The fixture list was confirmed by UEFA on 8 December 2020, the day following the draw. Times are CET/CEST, as listed by UEFA (local times, if different, are in parentheses).",30
658,wiki,"There were 46 goals scored in 20 matches, for an average of 2.3 goals per match.

4 goals
3 goals
2 goals
1 goal
1 own goal",27
659,wiki,"A player was automatically suspended for the next match for the following offences:
Receiving a red card (red card suspensions could be extended for serious offences)
Receiving two yellow cards in two different matches (yellow card suspensions were carried forward to the play-offs, but not the finals or any other future international matches)The following suspensions were served during the qualifying matches:",61
660,wiki,"The 2022 FIFA World Cup qualification UEFA Group G was one of the ten UEFA groups in the World Cup qualification tournament to decide which teams would qualify for the 2022 FIFA World Cup finals tournament in Qatar. Group G consisted of six teams: Gibraltar, Latvia, Montenegro, the Netherlands, Norway and Turkey. The teams played against each other home-and-away in a round-robin format.The group winners, Netherlands, qualified directly for the World Cup finals, while the runners-up, Turkey, advanced to the second round (play-offs).",83
661,wiki,,0
662,wiki,"The fixture list was confirmed by UEFA on 8 December 2020, the day following the draw. Times are CET/CEST, as listed by UEFA (local times, if different, are in parentheses).",30
663,wiki,"There were 104 goals scored in 30 matches, for an average of 3.47 goals per match.

12 goals
5 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",31
664,wiki,"A player was automatically suspended for the next match for the following offences:
Receiving a red card (red card suspensions could be extended for serious offences)
Receiving two yellow cards in two different matches (yellow card suspensions were carried forward to the play-offs, but not the finals or any other future international matches)The following suspensions were served during the qualifying matches:",61
665,wiki,"The 2022 FIFA World Cup qualification UEFA Group A was one of the ten UEFA groups in the World Cup qualification tournament to decide which teams would qualify for the 2022 FIFA World Cup finals tournament in Qatar. Group A consisted of five teams: Azerbaijan, Luxembourg, Portugal, the Republic of Ireland and Serbia. The teams played against each other home-and-away in a round-robin format.The group winners, Serbia, qualified directly for the World Cup finals, while the runners-up, Portugal, advanced to the second round (play-offs).
Qatar were partnered with the five-team Group A, which enabled the 2022 FIFA World Cup hosts to play centralised friendlies against these countries on their ""spare"" match dates. However, these friendlies did not count in the qualifying group standings. Qatar played their ""home"" matches in Europe in order to allow short travel times for their opponents.",140
666,wiki,,0
667,wiki,"The fixture list was confirmed by UEFA on 8 December 2020, the day following the draw. Times are CET/CEST, as listed by UEFA (local times, if different, are in parentheses).",30
668,wiki,"There were 59 goals scored in 20 matches, for an average of 2.95 goals per match.

8 goals
6 goals
5 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",33
669,wiki,"A player was automatically suspended for the next match for the following offences:
Receiving a red card (red card suspensions could be extended for serious offences)
Receiving two yellow cards in two different matches (yellow card suspensions were carried forward to the play-offs, but not the finals or any other future international matches)The following suspensions were served during the qualifying matches:",61
670,wiki,"The 2022 FIFA World Cup qualification UEFA Group I was one of the ten UEFA groups in the World Cup qualification tournament to decide which teams would qualify for the 2022 FIFA World Cup tournament in Qatar. Group I consisted of six teams: Albania, Andorra, England, Hungary, Poland and San Marino. The teams played against each other home-and-away in a round-robin format.The group winners, England, qualified directly for the World Cup finals, while the runners-up, Poland, advanced to the second round (play-offs).",82
671,wiki,,0
672,wiki,"The fixture list was confirmed by UEFA on 8 December 2020, the day following the draw. Times are CET/CEST, as listed by UEFA (local times, if different, are in parentheses).",30
673,wiki,"There were 109 goals scored in 30 matches, for an average of 3.63 goals per match.

12 goals
8 goals
5 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",33
674,wiki,"A player was automatically suspended for the next match for the following offences:
Receiving a red card (red card suspensions could be extended for serious offences)
Receiving two yellow cards in two different matches (yellow card suspensions were carried forward to the play-offs, but not the finals or any other future international matches)The following suspensions were served during the qualifying matches:",61
675,wiki,"The AFC second round of 2022 FIFA World Cup qualification, which also served as the second round of 2023 AFC Asian Cup qualification, was played from 5 September 2019 to 15 June 2021.",33
676,wiki,"A total of forty teams were drawn into eight groups of five to play home-and-away round-robin matches. They included the 34 teams (teams ranked 1–34 in the AFC entrant list) which received byes to this round, and the six winners from the first round.
Seven group winners (excluded Qatar, who had already qualified to the World Cup as tournament host) and the five best runners-up advanced to the third round.
Matches in this round were also part of the 2023 AFC Asian Cup qualifying campaign. The twelve teams which advanced to the third round of the FIFA World Cup qualification and Qatar, as group winner, automatically qualified for the 2023 AFC Asian Cup. Twenty-four teams (22 which advanced directly and two which will advance from an additional play-off round) will play in the third round of the AFC Asian Cup qualification to decide the remaining eleven teams. In total, the 2023 AFC Asian Cup features 24 teams.",157
677,wiki,"The draw for the second round was held on 17 July 2019 at 17:00 MST (UTC+8), at the AFC House in Kuala Lumpur, Malaysia.The seeding was based on the FIFA World Rankings of June 2019 (shown in parentheses below).Note: Bolded teams qualified for the third round.

† First round winnersW Withdrew after five matches",54
678,wiki,"The schedule of each matchday was as follows.
On 5 March 2020, FIFA announced that it would be monitoring the health situation in the region for possible rescheduling of matchdays 7 through 10 due to the COVID-19 pandemic. Later on 9 March, FIFA and AFC jointly announced that the matches on matchdays 7–10 due to take place in March and June 2020 were postponed, with the new dates to be confirmed. However, subject to approval by FIFA and AFC, and agreement of both member associations, the matches may be played as scheduled provided that the safety of all individuals involved meets the required standards. On 5 June, AFC confirmed that matchdays 7 and 8 were scheduled to take place on 8 and 13 October respectively while matchdays 9 and 10 were scheduled to kick off on 12 and 17 November. On 12 August, FIFA announced that the matches scheduled for October and November 2020 would be rescheduled to 2021.On 11 November 2020, the AFC Competitions Committee agreed at its third meeting that all remaining second round matches should be completed by 15 June 2021 with matchdays 7 and 8 in March and matchdays 9 and 10 in June. On the same day, however, FIFA, along with the Bangladeshi and Qatari associations, gave approval to the only second round match originally scheduled for 2020, Qatar versus Bangladesh, which was played on 4 December.On 19 February 2021, FIFA and AFC postponed the majority of the upcoming matches to June.Note: The group spots of Qatar and Bangladesh were swapped due to Qatar's planned participation in the 2020 Copa América, which was later deferred (becoming the 2021 Copa América). Qatar eventually withdrew.",278
679,wiki,"On 12 March 2021, AFC confirmed the hosts for the group stage scheduled to take place from 31 May to 15 June.
Group A: United Arab Emirates (China hosted Guam on 28 May.)
Group B: Kuwait
Group C: Bahrain
Group D: Saudi Arabia
Group E: Qatar
Group F: Japan
Group G: United Arab Emirates
Group H: South KoreaIn general these hosts were the seeded (Pot 1) teams from each group.  The exceptions were Group A (where United Arab Emirates took over hosting duties after China could not host due to COVID-19 restrictions), Group B (where Pot 4 team Kuwait hosted rather than Australia) and Group C (where Pot 3 team Bahrain were chosen rather than Iran).",116
680,wiki,,0
681,wiki,"Goalscorers
There were 73 goals scored in 20 matches, for an average of 3.65 goals per match.

8 goals
7 goals
6 goals
5 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",36
682,wiki,"Goalscorers
There were 68 goals scored in 20 matches, for an average of 3.4 goals per match.

6 goals
5 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",32
683,wiki,"Goalscorers
There were 69 goals scored in 20 matches, for an average of 3.45 goals per match.

7 goals
5 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",32
684,wiki,"Goalscorers
There were 63 goals scored in 20 matches, for an average of 3.15 goals per match.

7 goals
5 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",32
685,wiki,"The group spots of Qatar and Bangladesh were swapped due to Qatar's planned participation in the 2020 Copa América. The tournament was later deferred (becoming the 2021 Copa América), and eventually Qatar withdrew from it.

Goalscorers
There were 48 goals scored in 20 matches, for an average of 2.4 goals per match.

6 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",65
686,wiki,"Goalscorers
There were 88 goals scored in 20 matches, for an average of 4.4 goals per match.

9 goals
8 goals
5 goals
4 goals
3 goals
2 goals
1 goal
1 own goal",34
687,wiki,"Goalscorers
There were 60 goals scored in 20 matches, for an average of 3 goals per match.

11 goals
5 goals
3 goals
2 goals
1 goal",27
688,wiki,"North Korea withdrew due to safety concerns related to the COVID-19 pandemic, therefore the results of their matches were excluded from the group standings.

Goalscorers
There were 50 goals scored in 17 matches, for an average of 2.94 goals per match.

6 goals
3 goals
2 goals
1 goal",49
689,wiki,"Group H contained only four teams compared to five teams in all other groups after North Korea withdrew. Therefore, the results against the fifth-placed team were not counted when determining the ranking of the runner-up teams.",36
690,wiki,,0
691,wiki,"The 2022 FIFA World Cup qualification was the qualifying process which decided the 31 teams that would join hosts Qatar, who received an automatic spot, at the 2022 FIFA World Cup.
Parallel tournaments were organised by FIFA's six confederations. Qualification started on 6 June 2019 with several matches of the AFC zone, the first being between Mongolia and Brunei, and ended on 14 June 2022 with an inter-confederation play-off between Costa Rica and New Zealand. Mongolian player Norjmoogiin Tsedenbal netted the first goal, while the last one was scored by Joel Campbell of Costa Rica. In contrast to previous editions, there was no general preliminary draw, with confederations carrying out separate draws due to their differing timelines. The qualification process suffered numerous postponements from March 2020 onwards due to the COVID-19 pandemic.",132
692,wiki,Notes,1
693,wiki,"All FIFA member associations, of which there are currently 211, were eligible to enter qualification. Qatar, as hosts, qualified automatically for the tournament. However, Qatar was obliged by the AFC to participate in the Asian qualifying stage as the first two rounds also acted as qualification for the 2023 AFC Asian Cup. Qatar won their group so the fifth-best group runners-up advanced to the AFC third round instead. For the first time after the initial two tournaments of 1930 and 1934, the World Cup will be hosted by a country whose national team has never played a finals match before. The reigning World Cup champions France also participated in qualifying as normal.The allocation of slots for each confederation was discussed by the FIFA Executive Committee on 30 May 2015 in Zürich after the FIFA Congress. The committee decided that the same allocation used in 2006, 2010, and 2014 would be kept for the 2018 and 2022 tournaments:
AFC (Asia): 4 or 5
CAF (Africa): 5
CONCACAF (North, Central America and Caribbean): 3 or 4
CONMEBOL (South America): 4 or 5
OFC (Oceania): 0 or 1
UEFA (Europe): 13
Hosts: 1",190
694,wiki,,0
695,wiki,"North Korea withdrew from the AFC second qualifying round for safety concerns related to the COVID-19 pandemic.Other smaller island states likewise retracted their participation during the World Cup qualification: Saint Lucia, American Samoa, Samoa, Vanuatu and Cook Islands, while Tonga withdrew after the 2022 Hunga Tonga–Hunga Ha'apai eruption and tsunami.
On 9 December 2019, the World Anti-Doping Agency initially handed Russia a four-year ban from all major international sporting events, after RUSADA was found non-compliant for handing over manipulated lab data to investigators. However, the Russia national team could still enter qualification, as the ban only applies to the World Cup proper as a world championship. The WADA ruling allowed athletes who were not involved in doping or the coverup to compete, but prohibited the use of the Russian flag and anthem at major international sporting events. An appeal to the Court of Arbitration for Sport was filed, but WADA's decision was upheld though reduced to a two-year ban. The CAS ruling also allowed the name ""Russia"" to be displayed on uniforms if the words ""Neutral Athlete"" or ""Neutral Team"" have equal prominence. If Russia had qualified for the tournament, its players would not have been able to use their country's name alone, flag or anthem at the World Cup, as a result of the nation's two-year ban from world championships and Olympic Games in all sports. On 27 February 2022, after the threat of boycotts by the Czech Republic, Poland and Sweden amid the Russian invasion of Ukraine, FIFA prohibited the Russia national football team from playing home matches in Russia; the team would have to play matches behind closed doors at neutral sites. In addition, the team would have been prohibited from competing under the name, flag, or national anthem of Russia, and had to compete under the name ""Football Union of Russia"" (RFU). On 28 February, however, in accordance with a recommendation by the International Olympic Committee (IOC), FIFA suspended the participation of Russia. Poland were subsequently given a walkover for their play-off semi-final match scheduled against Russia. The Russian Football Union announced they would appeal the decision to the Court of Arbitration for Sport. Their request for a temporary lift of the ban was rejected on 18 March.",372
696,wiki,"The formats of the qualifying competitions depended on each confederation (see below). Each round might be played in either of the following formats:
League format, in which more than two teams formed groups to play home-and-away round-robin matches, or in exceptions permitted by the FIFA Organising Committee, single round-robin matches hosted by one of the participating teams or on neutral territory.
Knockout format, in which two teams play home-and-away two-legged matches or single-legged matches.",74
697,wiki,"In league format, the ranking of teams in each group is based on the following criteria (regulations Articles 20.4 and 20.6):
Points (3 points for a win, 1 point for a draw, 0 points for a loss)
Overall goal difference
Overall goals scored
Points in matches between tied teams
Goal difference in matches between tied teams
Goals scored in matches between tied teams
Away goals scored in matches between tied teams (if the tie is only between two teams in home-and-away league format)
Fair play points
first yellow card: minus 1 point
indirect red card (second yellow card): minus 3 points
direct red card: minus 4 points
yellow card and direct red card: minus 5 points
Drawing of lots by the FIFA Organising CommitteeIn cases when teams finishing in the same position across different groups are compared to determine which teams advance to the next stage, the criteria depend on the competition format and require the approval of FIFA (regulations Article 20.8).In knockout format, the team that has the higher aggregate score over the two legs progresses to the next round. If aggregate scores finish level, then the away goals rule is applied. The away goals rule is again applied after extra time. If no goals are scored during extra time, the tie is decided by penalty shoot-out (regulations Article 20.10).",221
698,wiki,,0
699,wiki,"The opening two rounds of qualifying also served as qualification for the 2023 AFC Asian Cup. Therefore, Qatar, the 2022 FIFA World Cup host, only participated in the first two rounds of qualifying.The qualification structure is as follows:
First round: 12 teams (ranked 35–46) played home-and-away over two legs. The six winners advanced to the second round.
Second round: 40 teams (ranked 1–34, including Qatar as the host, and the six winners from the first round) were divided into eight groups of five teams to play home-and-away round-robin matches. The eight group winners and the four best group runners-up were set to advance to the third round. As Qatar won their group, the fifth-best runner-up advanced in their stead.
Third round: 12 teams that had advanced from the second round were divided into two groups of 6 teams to play home-and-away round-robin matches. The top two teams of each group qualified for the World Cup, and the two third-placed teams advanced to the fourth round.
Fourth round: One third-placed team in each third round group played against each other in a single match, the winners advanced to the inter-confederation play-offs.",190
700,wiki,,0
701,wiki,,0
702,wiki,"CAF announced on 10 July 2019 a reversion to the format used for its 2014 FIFA World Cup qualification competition.
First round: Twenty-eight teams (ranked 27–54) played home-and-away over two legs. The fourteen winners advanced to the second round.
Second round: Forty teams (teams ranked 1–26 and fourteen first-round winners) were divided into ten groups of four teams to play home-and-away round-robin matches. The ten group winners advanced to the third round.
Third round: Ten teams that had advanced from the second round played home-and-away over two legs. The five winners qualified for the World Cup, and no teams advance to the intercontinental playoffs.",104
703,wiki,,0
704,wiki,"CONCACAF initially announced on 10 July 2019 a restructured format for the qualifiers of the 2022 FIFA World Cup. However, on 25 June 2020, following FIFA's decision to postpone the September international window because of the pandemic, CONCACAF noted that ""the challenges presented by postponements to the football calendar, and the incomplete FIFA rankings cycle in our confederation, means our current World Cup qualifying process has been compromised and will be changed."" On 27 July, CONCACAF announced a new qualifying format for the World Cup.
First round: Thirty CONCACAF teams, ranked 6 to 35 based on the FIFA rankings of July 2020, were drawn into six groups of five and played single round-robin matches (two home and two away), the six group winners advanced to the second round.
Second round: Six first round group winners played in a two-legged home-and-away series. The three winners advanced to the third round.
Third round: Eight teams, three second-round winners and the top five CONCACAF teams (Mexico, United States, Costa Rica, Jamaica, and Honduras) also based on those FIFA rankings, played home-and-away round-robin matches in one single group. The top three teams qualified for the World Cup and the fourth-placed team advanced to the inter-confederation play-offs.",202
705,wiki,"The CONMEBOL Council decided on 24 January 2019 to maintain the same qualification structure used for the previous six tournaments. From October 2020 to March 2022 (previously scheduled for March 2020 to November 2021, but later postponed by the pandemic), all ten CONMEBOL teams played in a league of home-and-away round-robin matches. The top four teams qualified for the World Cup and the fifth-placed team advanced to the inter-confederation play-offs.",70
706,wiki,,0
707,wiki,"Qualifying was expected to begin in September 2020, but the FIFA international window in that month for the OFC was postponed by the pandemic.Earlier in July that year, the OFC submitted a proposal to FIFA for the qualifiers in response to the pandemic, intending to organise a group stage in March and June 2021 followed by semi-finals and a final in September and October of that year. After continued delays, by September 2021 the OFC felt it was ""not possible at this time to organise a qualifying competition within the Oceania region"" and it was instead staged in Qatar in March 2022.The qualifying stage was to be a single match on 13 March 2022 between the two lowest-ranked participating OFC nations in the FIFA World Rankings, with the winner advancing to the group stage. Then eight remaining teams were drawn into two groups of four, playing single leg round-robin. The top two teams from each group advanced to a single leg knockout stage. The final winner advanced to the inter-confederation play-offs.",171
708,wiki,,0
709,wiki,"The draw for the first round (group stage) was held in Zürich, Switzerland, on 7 December 2020, 18:00 CET (UTC+1). However, because of the pandemic, the draw was held as a virtual event without any representatives of member associations present. It was originally planned to be held on 29 November. Earlier on 18 June, the UEFA Executive Committee approved the draw regulations for the qualifying group stage. The 55 teams were seeded into six pots based on the FIFA Men's World Rankings of November 2020, after the league phase of the 2020–21 UEFA Nations League.
The qualification format was confirmed by the UEFA Executive Committee during their meeting in Nyon, Switzerland on 4 December 2019. The qualification depends, in part, on results from the 2020–21 UEFA Nations League, although to a lesser degree than UEFA Euro 2020. The structure maintained UEFA's usual 'group stage/playoff stage' structure, with only the specific format of the play-offs amended.
First round (group stage): Ten groups of either five or six teams with group winners qualifying for the World Cup finals. The four teams in the 2021 UEFA Nations League Finals (France, Belgium, Italy, and Spain) were put into the smaller groups.
Second round (play-off stage): 12 teams (ten group runners-up and the best two Nations League group winners, based on the Nations League overall ranking, that finished outside the top two of their qualifying group) were drawn into three play-off paths, playing two rounds of single-match play-offs (semi-finals with the seeded teams to host, followed by finals, with the home teams to be drawn), with the three path winners qualifying for the World Cup.",270
710,wiki,,0
711,wiki,,0
712,wiki,There were two inter-confederation play-offs to determine the final two qualification spots for the finals. They were played in Qatar on 13–14 June 2022.,24
713,wiki,,0
714,wiki,,0
715,wiki,"There were 2424 goals scored in 865 matches, for an average of 2.8 goals per match.
14 goals

13 goals

12 goals

10 goals

9 goals

8 goals

Below are goalscorer lists for all confederations and the inter-confederation play-offs:",39
716,wiki,"The European section of the 2022 FIFA World Cup qualification acted as qualifiers for the 2022 FIFA World Cup, to be held in Qatar, for national teams that are members of the Union of European Football Associations (UEFA). A total of 13 slots in the final tournament were available for UEFA teams.",52
717,wiki,All 55 FIFA-affiliated national teams from UEFA entered qualification.,9
718,wiki,"On 9 December 2019, the World Anti-Doping Agency initially handed Russia a four-year ban from all major international sporting events, after RUSADA was found non-compliant for handing over manipulated lab data to investigators. However, the Russia national team could still enter qualification, as the ban only applies to the World Cup proper as a world championship. The WADA ruling allowed athletes who were not involved in doping or the coverup to compete, but prohibited the use of the Russian flag and anthem at major international sporting events. An appeal to the Court of Arbitration for Sport was filed, but WADA's decision was upheld though reduced to a two-year ban. The CAS ruling also allowed the name ""Russia"" to be displayed on uniforms if the words ""Neutral Athlete"" or ""Neutral Team"" have equal prominence. If Russia had qualified for the tournament, its players would not have been able to use their country's name alone, flag or anthem at the World Cup, as a result of the nation's two-year ban from world championships and Olympic Games in all sports.On 27 February 2022, after the threat of boycotts by the Czech Republic, Poland and Sweden amid the Russian invasion of Ukraine, FIFA prohibited the Russia national football team from playing home matches in Russia; the team would have to play matches behind closed doors at neutral sites. In addition, the team would have been prohibited from competing under the name, flag, or national anthem of Russia, and had to compete under the name ""Football Union of Russia"" (RFU). On 28 February, however, in accordance with a recommendation by the International Olympic Committee (IOC), FIFA suspended the participation of Russia. Poland were subsequently given a walkover for their play-off semi-final match scheduled against Russia. The Russian Football Union announced they would appeal the decision to the Court of Arbitration for Sport. Their request for a temporary lift of the ban was rejected on 18 March.",321
719,wiki,"The qualification format was confirmed by the UEFA Executive Committee during their meeting in Nyon, Switzerland, on 4 December 2019. The qualification would depend, in part, on results from the 2020–21 UEFA Nations League, although to a lesser degree than the 2018–19 UEFA Nations League had on qualification for UEFA Euro 2020. The structure maintained UEFA's usual 'group stage/playoff stage' structure, with only the specific format of the play-offs amended.
Group stage: Five groups of five teams and five groups of six teams. Group winners qualified for the World Cup finals.
Play-off stage: 12 teams (ten group runners-up and two best Nations League group winners, based on the Nations League overall ranking, that finished outside the top two of their qualifying group) were drawn into three play-off paths, playing two rounds of single-match playoffs (semi-finals with the seeded teams to host, followed by finals, with the home teams to be drawn). The three path winners qualified for the World Cup finals.On 4 December 2019, the UEFA Executive Committee initially approved the use of the video assistant referee system for the qualifiers. However, VAR was not implemented at the start of qualification due to the impact of the COVID-19 pandemic on operational and logistical capabilities. On 5 August 2021, UEFA announced that the VAR system would be used for the remainder of qualification, starting from September 2021.",226
720,wiki,"Below is the schedule of the European qualifiers for the 2022 FIFA World Cup.In March 2020, UEFA announced that the two matchdays planned to take place in June 2021 would be moved following the rescheduling of UEFA Euro 2020 to June and July 2021 due to the COVID-19 pandemic. To allow for the completion of the qualifying group stage in November 2021 as scheduled, UEFA announced on 24 September 2020 that the March and September 2021 windows in the FIFA International Match Calendar were expanded from two to three matchdays. The changes to the International Match Calendar for March and September 2021, which extended each window by one day, were approved by the FIFA Council on 4 December 2020.
The original schedule of the qualifying group stage, as planned before the pandemic, was as follows.",135
721,wiki,,0
722,wiki,"The draw for the first round (group stage) was held in Zürich, Switzerland, on 7 December 2020, 18:00 CET (UTC+1). However, due to the COVID-19 pandemic, the draw occurred as a virtual event without any representatives of member associations present. It was originally planned to be held on 29 November 2020. On 18 June 2020, the UEFA Executive Committee approved the draw regulations for the qualifying group stage. The draw was presented by Spanish journalist Cristina Gullón and conducted by FIFA's acting director of competitions, Jaime Yarza. He was assisted by former footballers Daniele De Rossi and Rafael van der Vaart, who drew the balls from the pots.The 55 teams were seeded into six pots based on the November 2020 FIFA World Rankings, after the conclusion of the league phase of the 2020–21 UEFA Nations League. Pots 1 to 5 contained ten teams, while Pot 6 contained five teams. The teams were drawn into ten groups: five groups of five teams (Groups A–E) and five groups of six teams (Groups F–J). The draw started with Pot 1 and completed with Pot 6, from where a team was drawn and assigned to the first available group in alphabetical order. Therefore, each six-team group contains one team from each of the six pots, while each five-team group contains one team from each of the first five pots.The following restrictions were applied with computer assistance:
Nations League finalists: The four teams participating in the 2021 UEFA Nations League Finals (Belgium, France, Italy and Spain) were guaranteed to be drawn into groups with only five teams (Groups A–E). A group could contain a maximum of one Nations League finalist (this condition was in fact fulfilled automatically, since all four teams were in the same pot).
Prohibited clashes: For political reasons, matches between following pairs of teams were considered prohibited clashes, unable to be drawn into the same group: (Kosovo—Bosnia and Herzegovina, Kosovo–Serbia, Kosovo–Russia, Russia–Ukraine. Additionally, Armenia–Azerbaijan and Gibraltar–Spain were identified as prohibited clashes, but the teams in the former pair were in the same pot for the draw, while the teams in the latter pair were restricted to different-sized groups based on draw pots and conditions.)
Winter venues: A maximum of two teams whose venues are identified as having high or medium risk of severe winter conditions could be placed in each group: Belarus, Estonia, Faroe Islands, Finland, Iceland, Latvia, Lithuania, Norway, Russia, Ukraine.
The two ""hard winter venues"" (Faroe Islands and Iceland) generally cannot host games in March or November, and therefore could not be drawn together; the others shall play as few home matches as possible in March and November.
Excessive travel: A maximum of one pair of teams identified with excessive travel distance in relation to other countries could be placed in each group:
Azerbaijan: with Iceland, Gibraltar, Portugal.
Iceland: with Armenia, Cyprus, Georgia, Israel.
Kazakhstan: with England, France, Gibraltar, Iceland, Malta, Northern Ireland, Portugal, Republic of Ireland, Scotland, Spain, Wales. (Andorra and Faroe Islands were also identified with Kazakhstan for excessive travel distance, but the teams were in the same pot for the draw.)Teams were allocated to seeding pots as follows (November 2020 FIFA Rankings shown in second column; the national teams which qualified for the final tournament are presented in bold; the national teams which took part in the play-offs are presented in italic).",555
723,wiki,"The fixture list was confirmed by UEFA on 8 December 2020, the day following the draw. Qatar were partnered with the five-team Group A, which enabled the 2022 FIFA World Cup hosts to play centralised friendlies against these countries on their ""spare"" match dates. However, these friendlies did not count in the qualifying group standings.",55
724,wiki,,0
725,wiki,,0
726,wiki,,0
727,wiki,,0
728,wiki,,0
729,wiki,,0
730,wiki,,0
731,wiki,,0
732,wiki,,0
733,wiki,,0
